,va
51684,7122
51685,7265
51686,8437
51687,9206
51688,9535
51689,9625
51690,9701
51691,3492
51692,7000
51693,7207
51694,9157
51695,74
51696,221
51697,682
51698,2333
51699,4304
51700,4832
51701,6013
51702,6018
51703,6216
51704,6629
51705,8960
51706,9306
51707,306
51708,2637
51709,2726
51710,5694
51711,6181
51712,6601
51713,8289
51714,8437
51715,9122
51716,9245
51717,9718
51718,734
51719,1681
51720,2023
51721,3309
51722,3752
51723,5056
51724,6013
51725,6493
51726,7983
51727,9245
51728,9268
51729,9287
51730,9843
51731,2803
51732,2912
51733,3835
51734,4611
51735,5304
51736,5768
51737,6573
51738,6870
51739,7294
51740,7535
51741,8722
51742,545
51743,1685
51744,1985
51745,2333
51746,2406
51747,5310
51748,6005
51749,6365
51750,6913
51751,193
51752,988
51753,1757
51754,2285
51755,2445
51756,5062
51757,6890
51758,7625
51759,8578
51760,9750
51761,29
51762,291
51763,585
51764,790
51765,1386
51766,2005
51767,2572
51768,4243
51769,4614
51770,5240
51771,8106
51772,8736
51773,9010
51774,9352
51775,9996
51776,245
51777,1144
51778,6014
51779,6176
51780,6872
51781,7281
51782,7636
51783,9494
51784,108
51785,293
51786,1026
51787,1626
51788,2226
51789,3032
51790,3119
51791,3261
51792,3538
51793,3821
51794,4312
51795,4427
51796,5237
51797,6289
51798,6550
51799,6738
51800,6815
51801,7227
51802,7512
51803,9417
51804,9858
51805,994
51806,5715
51807,6005
51808,6743
51809,9383
51810,9969
51811,654
51812,1092
51813,1652
51814,1836
51815,1903
51816,2561
51817,3455
51818,3640
51819,3995
51820,4749
51821,4750
51822,4988
51823,5206
51824,5858
51825,6379
51826,6524
51827,7364
51828,8711
51829,9432
51830,96
51831,300
51832,439
51833,1253
51834,2227
51835,2625
51836,2961
51837,3221
51838,3579
51839,3580
51840,4643
51841,7378
51842,679
51843,2211
51844,2595
51845,2710
51846,5131
51847,6840
51848,9796
51849,463
51850,653
51851,994
51852,1474
51853,1609
51854,2125
51855,2191
51856,3144
51857,4844
51858,4899
51859,5715
51860,5758
51861,6743
51862,6968
51863,7951
51864,8432
51865,9383
51866,9641
51867,9969
51868,431
51869,1092
51870,1216
51871,2284
51872,5255
51873,5386
51874,5810
51875,5953
51876,7509
51877,7651
51878,8387
51879,8684
51880,9142
51881,102
51882,259
51883,336
51884,456
51885,577
51886,2445
51887,5499
51888,6361
51889,6895
51890,7741
51891,9294
51892,1895
51893,2090
51894,2836
51895,3092
51896,5038
51897,6184
51898,6955
51899,8222
51900,8791
51901,80
51902,1072
51903,2850
51904,3106
51905,3772
51906,5285
51907,5897
51908,9467
51909,545
51910,2319
51911,3025
51912,5027
51913,6465
51914,7396
51915,7991
51916,9174
51917,9342
51918,1096
51919,5536
51920,8350
51921,9374
51922,9430
51923,1428
51924,1841
51925,3444
51926,4076
51927,6174
51928,7217
51929,8635
51930,423
51931,1816
51932,2209
51933,2877
51934,5934
51935,7655
51936,1008
51937,2655
51938,3096
51939,3881
51940,3964
51941,5231
51942,7071
51943,7098
51944,8454
51945,8802
51946,9213
51947,9430
51948,805
51949,2010
51950,2039
51951,2142
51952,4104
51953,4323
51954,4657
51955,4801
51956,5218
51957,5996
51958,6499
51959,6780
51960,7319
51961,8096
51962,8204
51963,8703
51964,1721
51965,2626
51966,2842
51967,3444
51968,7422
51969,9978
51970,432
51971,1017
51972,1573
51973,1816
51974,3120
51975,4100
51976,4766
51977,5454
51978,5479
51979,5589
51980,6395
51981,6521
51982,278
51983,334
51984,558
51985,1708
51986,2823
51987,5006
51988,5188
51989,5998
51990,8120
51991,8269
51992,9148
51993,368
51994,1369
51995,1709
51996,2139
51997,2975
51998,3931
51999,4311
52000,5109
52001,8427
52002,9276
52003,9580
52004,17
52005,1795
52006,2653
52007,2845
52008,2896
52009,2908
52010,3073
52011,4501
52012,5112
52013,7029
52014,7077
52015,9298
52016,9502
52017,9701
52018,2256
52019,2364
52020,3931
52021,4604
52022,5008
52023,7556
52024,9353
52025,9628
52026,170
52027,797
52028,963
52029,1725
52030,2233
52031,3114
52032,4250
52033,5601
52034,9090
52035,9205
52036,132
52037,2842
52038,3036
52039,3702
52040,4448
52041,6137
52042,6394
52043,7104
52044,7480
52045,9253
52046,9887
52047,289
52048,1253
52049,3136
52050,4503
52051,5753
52052,9126
52053,9271
52054,9552
52055,93
52056,315
52057,974
52058,1023
52059,2919
52060,2964
52061,3835
52062,4090
52063,5842
52064,6008
52065,6209
52066,6666
52067,6990
52068,8151
52069,9261
52070,126
52071,366
52072,368
52073,981
52074,2201
52075,6021
52076,6444
52077,6837
52078,6904
52079,7371
52080,9905
52081,3911
52082,9669
52083,9743
52084,707
52085,2227
52086,3715
52087,4992
52088,5959
52089,8965
52090,9426
52091,1620
52092,1652
52093,3723
52094,4364
52095,8956
52096,9368
52097,518
52098,623
52099,855
52100,1827
52101,1909
52102,2988
52103,3392
52104,3871
52105,4116
52106,4970
52107,5915
52108,6018
52109,6338
52110,6469
52111,8432
52112,9970
52113,221
52114,444
52115,1710
52116,1834
52117,2595
52118,3666
52119,5710
52120,5997
52121,7104
52122,7152
52123,7847
52124,8498
52125,8592
52126,9260
52127,9
52128,1045
52129,1533
52130,1541
52131,1608
52132,4612
52133,6184
52134,6218
52135,6917
52136,7321
52137,7779
52138,8246
52139,8594
52140,8649
52141,9021
52142,487
52143,981
52144,6409
52145,7627
52146,7858
52147,9832
52148,9911
52149,814
52150,1710
52151,3505
52152,4363
52153,4595
52154,5379
52155,5457
52156,5493
52157,5743
52158,5783
52159,5989
52160,6727
52161,7237
52162,737
52163,1026
52164,2397
52165,3106
52166,4192
52167,5946
52168,7348
52169,8430
52170,8769
52171,9383
52172,2528
52173,2681
52174,3064
52175,4172
52176,4746
52177,4763
52178,4980
52179,5398
52180,8196
52181,3076
52182,3479
52183,3928
52184,5495
52185,7321
52186,9545
52187,9893
52188,902
52189,1219
52190,1634
52191,2021
52192,2362
52193,2812
52194,3444
52195,4182
52196,5709
52197,6105
52198,6117
52199,6464
52200,7569
52201,7685
52202,8140
52203,8803
52204,8867
52205,9393
52206,9697
52207,243
52208,3995
52209,4871
52210,5110
52211,5418
52212,5730
52213,7371
52214,8862
52215,9745
52216,1753
52217,2822
52218,4576
52219,6084
52220,6591
52221,7759
52222,9064
52223,9556
52224,9559
52225,146
52226,667
52227,2487
52228,3651
52229,4169
52230,4331
52231,4977
52232,6111
52233,6160
52234,6335
52235,6644
52236,7651
52237,7968
52238,8127
52239,429
52240,1557
52241,1750
52242,3357
52243,4468
52244,4788
52245,4869
52246,6666
52247,7122
52248,9029
52249,9572
52250,2842
52251,2886
52252,7952
52253,9342
52254,553
52255,2626
52256,3292
52257,3392
52258,4228
52259,4741
52260,5440
52261,6193
52262,6731
52263,6968
52264,7061
52265,7367
52266,2955
52267,5423
52268,6666
52269,7207
52270,7855
52271,7974
52272,9625
52273,299
52274,811
52275,1716
52276,1934
52277,2916
52278,3595
52279,4604
52280,9356
52281,63
52282,1803
52283,4345
52284,7101
52285,7390
52286,8211
52287,8486
52288,8766
52289,9467
52290,1067
52291,2069
52292,2565
52293,3655
52294,3731
52295,3848
52296,3912
52297,5087
52298,6383
52299,6505
52300,7096
52301,8082
52302,8582
52303,9429
52304,9701
52305,636
52306,709
52307,1721
52308,2612
52309,3254
52310,8561
52311,9649
52312,9662
52313,1375
52314,1561
52315,4727
52316,5027
52317,5766
52318,6537
52319,7036
52320,8042
52321,8910
52322,9070
52323,1292
52324,2362
52325,3678
52326,4103
52327,5414
52328,7619
52329,7800
52330,189
52331,242
52332,4093
52333,5481
52334,7272
52335,8019
52336,8608
52337,9167
52338,9766
52339,9996
52340,481
52341,707
52342,2681
52343,2933
52344,3293
52345,6727
52346,7551
52347,654
52348,1092
52349,1836
52350,1903
52351,2561
52352,5858
52353,6524
52354,9432
52355,26
52356,420
52357,930
52358,1321
52359,1545
52360,2953
52361,4187
52362,5036
52363,5346
52364,6917
52365,7901
52366,8319
52367,8531
52368,4988
52369,6149
52370,6264
52371,6635
52372,7922
52373,8370
52374,8514
52375,9274
52376,339
52377,2223
52378,2605
52379,4496
52380,4935
52381,6873
52382,7002
52383,7378
52384,9381
52385,9399
52386,521
52387,1036
52388,2056
52389,2433
52390,2953
52391,3192
52392,3932
52393,4097
52394,4773
52395,5229
52396,6085
52397,6495
52398,8596
52399,9627
52400,9978
52401,437
52402,812
52403,4750
52404,6105
52405,6342
52406,6727
52407,7265
52408,7354
52409,7770
52410,8748
52411,8776
52412,9205
52413,9418
52414,9535
52415,9886
52416,1923
52417,3106
52418,4231
52419,4791
52420,5071
52421,7463
52422,8221
52423,8331
52424,133
52425,3286
52426,5535
52427,8881
52428,1231
52429,1874
52430,2883
52431,5328
52432,6195
52433,7625
52434,8115
52435,8608
52436,1005
52437,2999
52438,3319
52439,9775
52440,500
52441,1026
52442,1351
52443,1554
52444,1721
52445,4034
52446,4919
52447,5131
52448,5228
52449,6727
52450,7021
52451,7328
52452,7394
52453,8908
52454,9649
52455,9725
52456,1194
52457,2364
52458,4050
52459,4159
52460,4361
52461,5191
52462,6215
52463,6638
52464,8965
52465,416
52466,976
52467,1240
52468,2114
52469,3147
52470,4163
52471,5649
52472,5999
52473,8258
52474,2177
52475,3402
52476,3796
52477,6365
52478,7527
52479,9595
52480,1382
52481,2089
52482,2907
52483,3650
52484,4012
52485,4745
52486,5188
52487,5323
52488,5628
52489,5752
52490,5876
52491,5919
52492,6320
52493,6582
52494,8792
52495,9746
52496,1664
52497,2343
52498,3460
52499,6518
52500,9519
52501,3
52502,263
52503,1672
52504,3212
52505,3549
52506,4069
52507,4076
52508,4490
52509,5281
52510,5399
52511,6358
52512,6410
52513,7256
52514,7861
52515,8470
52516,8895
52517,319
52518,399
52519,981
52520,1066
52521,1131
52522,1451
52523,2176
52524,2623
52525,3542
52526,3669
52527,4823
52528,5942
52529,6395
52530,6906
52531,7922
52532,1018
52533,3980
52534,3988
52535,4237
52536,5097
52537,5545
52538,6579
52539,6918
52540,7539
52541,7605
52542,7662
52543,8000
52544,8004
52545,9296
52546,9581
52547,9684
52548,9725
52549,2083
52550,3671
52551,4061
52552,6556
52553,7378
52554,8719
52555,8821
52556,8943
52557,9029
52558,67
52559,598
52560,722
52561,1528
52562,3881
52563,4869
52564,6801
52565,8370
52566,9029
52567,9384
52568,137
52569,555
52570,2149
52571,2341
52572,2819
52573,3581
52574,5551
52575,6972
52576,7447
52577,7853
52578,8096
52579,8182
52580,8345
52581,8615
52582,9320
52583,9417
52584,9606
52585,9858
52586,1063
52587,2285
52588,4756
52589,6028
52590,7551
52591,7558
52592,1127
52593,1730
52594,2373
52595,3459
52596,3928
52597,8121
52598,8196
52599,8602
52600,8788
52601,9864
52602,808
52603,2355
52604,4189
52605,6821
52606,7650
52607,7793
52608,8914
52609,9814
52610,828
52611,855
52612,2028
52613,3154
52614,4472
52615,5875
52616,6044
52617,6135
52618,6195
52619,7337
52620,7460
52621,8215
52622,9915
52623,656
52624,1392
52625,1881
52626,2345
52627,2883
52628,4606
52629,6209
52630,6925
52631,8322
52632,8520
52633,8978
52634,9891
52635,29
52636,318
52637,320
52638,3606
52639,4292
52640,4734
52641,5636
52642,5790
52643,6815
52644,7084
52645,7218
52646,9277
52647,2905
52648,4167
52649,8034
52650,536
52651,2212
52652,2930
52653,5346
52654,6040
52655,6745
52656,6777
52657,7047
52658,7662
52659,7931
52660,8344
52661,9329
52662,1524
52663,2432
52664,2529
52665,3118
52666,4076
52667,5458
52668,6383
52669,6703
52670,9957
52671,125
52672,146
52673,709
52674,1144
52675,1795
52676,2101
52677,2845
52678,2896
52679,2949
52680,3857
52681,4453
52682,5112
52683,5397
52684,6085
52685,6850
52686,7077
52687,8058
52688,8675
52689,9298
52690,2251
52691,4107
52692,4587
52693,5004
52694,5452
52695,7215
52696,8717
52697,876
52698,1464
52699,3672
52700,6561
52701,7358
52702,7403
52703,8281
52704,9437
52705,87
52706,854
52707,1930
52708,2104
52709,2158
52710,2689
52711,3290
52712,3648
52713,3828
52714,6603
52715,7645
52716,9442
52717,9957
52718,17
52719,1335
52720,1411
52721,4212
52722,6821
52723,7381
52724,8680
52725,9871
52726,832
52727,1957
52728,5365
52729,5502
52730,5510
52731,5875
52732,8706
52733,9771
52734,1595
52735,4431
52736,5569
52737,6872
52738,6917
52739,8413
52740,483
52741,1573
52742,1803
52743,5454
52744,5479
52745,5589
52746,6395
52747,7154
52748,7193
52749,7891
52750,8852
52751,503
52752,592
52753,1411
52754,2214
52755,2960
52756,3677
52757,4930
52758,5626
52759,6125
52760,7269
52761,7317
52762,7558
52763,9639
52764,9930
52765,520
52766,960
52767,3624
52768,4456
52769,6832
52770,3153
52771,3445
52772,4492
52773,4670
52774,5481
52775,7012
52776,7190
52777,7619
52778,603
52779,1063
52780,1713
52781,4739
52782,4909
52783,5490
52784,5860
52785,7378
52786,7675
52787,9298
52788,902
52789,2016
52790,3614
52791,4826
52792,5753
52793,6254
52794,7121
52795,7208
52796,7234
52797,7650
52798,7683
52799,125
52800,578
52801,1773
52802,2373
52803,2636
52804,2825
52805,2887
52806,3024
52807,3039
52808,5753
52809,5998
52810,6094
52811,6951
52812,7002
52813,7992
52814,8121
52815,9864
52816,71
52817,543
52818,2609
52819,6522
52820,7591
52821,8145
52822,8796
52823,8865
52824,8997
52825,9204
52826,9786
52827,1113
52828,2070
52829,2155
52830,2165
52831,2882
52832,3296
52833,4278
52834,4304
52835,5522
52836,6470
52837,7048
52838,8960
52839,9030
52840,442
52841,4664
52842,4702
52843,8680
52844,9155
52845,132
52846,191
52847,2605
52848,3713
52849,3828
52850,3946
52851,4547
52852,4603
52853,4888
52854,5547
52855,7782
52856,7891
52857,9723
52858,36
52859,1557
52860,1971
52861,2628
52862,3465
52863,4072
52864,4278
52865,4612
52866,4785
52867,7351
52868,8471
52869,8956
52870,9636
52871,992
52872,1193
52873,1256
52874,1294
52875,1372
52876,1602
52877,1949
52878,2157
52879,3024
52880,4570
52881,4582
52882,6002
52883,6922
52884,6966
52885,7144
52886,7747
52887,7985
52888,9020
52889,272
52890,1336
52891,1500
52892,1878
52893,2913
52894,3439
52895,5211
52896,6009
52897,6455
52898,7868
52899,9006
52900,9562
52901,2093
52902,4955
52903,5099
52904,5682
52905,6025
52906,7855
52907,595
52908,1621
52909,2151
52910,3331
52911,3488
52912,3796
52913,5916
52914,8880
52915,9245
52916,9384
52917,9839
52918,219
52919,1693
52920,1982
52921,2992
52922,3570
52923,4445
52924,6002
52925,6700
52926,7001
52927,7116
52928,8180
52929,8216
52930,9141
52931,9430
52932,595
52933,1170
52934,2370
52935,3738
52936,4140
52937,5587
52938,5914
52939,6154
52940,7888
52941,9346
52942,39
52943,303
52944,686
52945,1783
52946,2139
52947,2535
52948,3069
52949,6273
52950,6741
52951,1111
52952,2434
52953,2819
52954,4361
52955,4395
52956,5602
52957,6138
52958,6578
52959,8754
52960,9660
52961,721
52962,1656
52963,2790
52964,3730
52965,5968
52966,6241
52967,6260
52968,6863
52969,9718
52970,9911
52971,1118
52972,2073
52973,2440
52974,2652
52975,3251
52976,3543
52977,3910
52978,4818
52979,5817
52980,5828
52981,6919
52982,51
52983,586
52984,3583
52985,4333
52986,4643
52987,7467
52988,8319
52989,9116
52990,9496
52991,2712
52992,3572
52993,6839
52994,2780
52995,3572
52996,4205
52997,4871
52998,5061
52999,8183
53000,137
53001,628
53002,1233
53003,1647
53004,1664
53005,2528
53006,3159
53007,5139
53008,5955
53009,8003
53010,8271
53011,112
53012,217
53013,1416
53014,4589
53015,4797
53016,5831
53017,8122
53018,8329
53019,8592
53020,9417
53021,9758
53022,260
53023,545
53024,2239
53025,4299
53026,4399
53027,4887
53028,5433
53029,6470
53030,7328
53031,7749
53032,9644
53033,35
53034,1817
53035,3569
53036,7367
53037,1890
53038,2223
53039,3119
53040,3229
53041,3305
53042,4595
53043,5182
53044,6003
53045,7440
53046,7479
53047,8680
53048,9907
53049,420
53050,807
53051,1181
53052,1597
53053,1741
53054,1882
53055,3580
53056,3834
53057,3845
53058,5957
53059,7344
53060,7702
53061,8730
53062,8794
53063,673
53064,1335
53065,1411
53066,1547
53067,1988
53068,4212
53069,5036
53070,6781
53071,6821
53072,7814
53073,9871
53074,233
53075,2580
53076,3271
53077,3279
53078,3287
53079,3334
53080,4685
53081,5238
53082,7169
53083,8109
53084,8269
53085,9521
53086,9896
53087,208
53088,318
53089,374
53090,642
53091,1864
53092,2648
53093,2666
53094,5668
53095,6172
53096,6845
